Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
1,Francisco Lindor#,31,NYM,NL,5.8,160,732,644,117,172,35,0,31,86,31,6,65,131,0.267,0.346,0.466,0.811,128,0.359,127,300,9,16,0,7,2,*6/DH,"AS,MVP-10"
2,Rafael Devers*,28,2TM,2LG,4.3,163,729,607,99,153,33,0,35,109,1,1,112,192,0.252,0.372,0.479,0.851,141,0.366,141,291,16,6,0,4,10,*D3/5H,
2,Rafael Devers*,28,BOS,AL,2.4,73,334,272,47,74,18,0,15,58,1,1,56,76,0.272,0.401,0.504,0.905,153,0.387,157,137,7,4,0,2,7,D,
2,Rafael Devers*,28,SFG,NL,1.9,90,395,335,52,79,15,0,20,51,0,0,56,116,0.236,0.347,0.46,0.807,130,0.349,127,154,9,2,0,2,3,D3/5H,
3,Shohei Ohtani*,30,LAD,NL,6.6,158,727,611,146,172,25,9,55,102,20,6,109,187,0.282,0.392,0.622,1.014,181,0.423,175,380,9,3,0,2,20,*D1,"AS,MVP-1,SS"
4,Matt Olson*,31,ATL,NL,6.2,162,724,624,98,170,41,2,29,95,1,0,91,176,0.272,0.366,0.484,0.85,139,0.368,139,302,14,4,0,5,2,*3,"AS,MVP-18,GG"
5,Kyle Schwarber*,32,PHI,NL,4.6,162,724,604,111,145,23,2,56,132,10,2,108,197,0.24,0.365,0.563,0.928,149,0.396,149,340,4,11,0,1,6,*D/7,"AS,MVP-2"
6,Geraldo Perdomo#,25,ARI,NL,7.1,161,720,597,98,173,33,5,20,100,27,6,94,83,0.29,0.389,0.462,0.851,137,0.382,140,276,11,10,8,11,1,*6/H,"MVP-4,SS"
7,Juan Soto*,26,NYM,NL,6.1,160,715,577,120,152,20,1,43,105,38,4,127,137,0.263,0.396,0.525,0.921,159,0.41,161,303,17,3,1,6,13,*9/D,"MVP-3,SS"
8,Julio Rodríguez,24,SEA,AL,6.6,160,710,652,106,174,31,4,32,95,30,6,44,152,0.267,0.324,0.474,0.798,127,0.353,130,309,15,12,0,2,5,*8/DH,"AS,MVP-6"
9,Pete Alonso,30,NYM,NL,3.3,162,709,624,87,170,41,1,38,126,1,2,61,162,0.272,0.347,0.524,0.871,143,0.371,140,327,23,15,0,9,5,*3/D,"AS,MVP-11,SS"
10,Randy Arozarena,30,SEA,AL,3.9,160,709,613,95,146,32,1,27,76,31,6,64,191,0.238,0.334,0.426,0.76,118,0.341,121,261,9,27,0,5,2,*7/D,AS
11,Cal Raleigh#,28,SEA,AL,7.2,159,705,596,110,147,24,0,60,125,14,4,97,188,0.247,0.359,0.589,0.948,168,0.392,163,351,6,9,0,3,17,*2D/H,"AS,MVP-2,SS"
12,Elly De La Cruz#,23,CIN,NL,3.6,162,699,629,102,166,31,7,22,86,37,8,67,181,0.264,0.336,0.44,0.777,110,0.342,105,277,14,2,0,1,10,*6/DH,"AS,MVP-23"
13,Brent Rooker,30,ATH,AL,1.8,162,699,626,92,164,40,3,30,89,6,1,65,155,0.262,0.335,0.479,0.814,122,0.353,118,300,13,5,0,2,4,*D9/7H,AS
14,Jarren Duran*,28,BOS,AL,4.9,157,696,620,86,159,41,13,16,84,24,6,60,169,0.256,0.332,0.442,0.774,116,0.345,121,274,6,12,1,3,1,*78/H9D,
15,Heliot Ramos,25,SFG,NL,1.2,157,695,620,85,159,24,1,21,69,6,4,52,158,0.256,0.328,0.4,0.728,108,0.319,107,248,16,17,0,6,2,*7/DH,
16,Steven Kwan*,27,CLE,AL,3.8,156,693,625,81,170,29,1,11,56,21,5,55,60,0.272,0.33,0.374,0.705,97,0.312,95,234,3,3,3,7,2,*7/D8,"AS,GG"
17,Fernando Tatis Jr.,26,SDP,NL,6.1,155,691,594,111,159,27,2,25,71,32,7,89,129,0.268,0.368,0.446,0.814,127,0.368,131,265,6,6,0,2,7,*9/D,"AS,MVP-8,GG"
18,James Wood*,22,WSN,NL,3.6,157,689,598,87,153,38,0,31,94,15,7,85,221,0.256,0.35,0.475,0.825,131,0.357,131,284,12,3,0,3,8,*7D/H,AS
19,Bobby Witt Jr.,25,KCR,AL,7.1,157,687,623,99,184,47,6,23,88,38,9,49,125,0.295,0.351,0.501,0.852,136,0.37,136,312,7,8,0,7,8,*6/D,"AS,MVP-4,GG,SS"
20,Willy Adames,29,SFG,NL,3.7,160,686,591,94,133,22,2,30,87,12,4,80,179,0.225,0.318,0.421,0.74,111,0.326,110,249,9,5,0,9,2,*6/D,
21,TJ Friedl*,29,CIN,NL,2.4,152,685,579,82,151,22,2,14,53,12,3,81,115,0.261,0.364,0.378,0.742,104,0.341,107,219,7,16,4,5,0,*8/DH,
22,Vinnie Pasquantino*,27,KCR,AL,2.4,160,682,621,72,164,33,1,32,113,1,0,49,107,0.264,0.323,0.475,0.798,120,0.343,121,295,14,7,0,5,5,*3D,
23,Vladimir Guerrero Jr.,26,TOR,AL,4.6,156,680,589,96,172,34,0,23,84,6,3,81,94,0.292,0.381,0.467,0.848,131,0.365,132,275,17,6,0,4,8,*3D/H,"AS,MVP-13"
24,Aaron Judge,33,NYY,AL,9.7,152,679,541,137,179,30,2,53,114,12,5,124,160,0.331,0.457,0.688,1.144,213,0.461,211,372,16,7,0,7,36,9D/H,"AS,MVP-1,SS"
25,Manny Machado,32,SDP,NL,4.2,159,678,615,91,169,33,0,27,95,14,3,55,131,0.275,0.335,0.46,0.795,120,0.346,117,283,16,3,0,5,4,*5D,"AS,MVP-16,SS"
26,Luis Arraez*,28,SDP,NL,1.4,154,675,620,66,181,30,4,8,61,11,4,34,21,0.292,0.327,0.392,0.719,101,0.318,99,243,12,2,12,7,0,*3D4/H,
27,José Ramírez#,32,CLE,AL,5.9,158,673,593,103,168,34,3,30,85,44,7,66,74,0.283,0.36,0.503,0.863,138,0.372,135,298,9,8,0,5,22,*5D,"AS,MVP-3,SS"
28,Ozzie Albies#,28,ATL,NL,2.3,157,667,603,74,145,23,2,16,74,14,3,55,94,0.24,0.306,0.365,0.671,90,0.307,94,220,9,4,0,5,2,*4,
29,Maikel Garcia,25,KCR,AL,5.8,160,666,595,81,170,39,5,16,74,23,9,62,84,0.286,0.351,0.449,0.8,123,0.348,123,267,14,1,3,5,0,*564/8DH9,"AS,MVP-14,GG"
30,Mookie Betts,32,LAD,NL,4.9,150,663,589,95,152,23,2,20,82,8,2,61,68,0.258,0.326,0.406,0.732,105,0.322,102,239,15,3,0,10,2,*6/H9,
31,Ian Happ#,30,CHC,NL,4,150,663,569,87,138,32,0,23,79,6,3,87,151,0.243,0.342,0.42,0.762,119,0.338,122,239,8,2,0,5,2,*7/DH,GG
32,Taylor Ward,31,LAA,AL,3,157,663,579,86,132,31,2,36,103,4,1,75,175,0.228,0.317,0.475,0.792,119,0.342,120,275,13,3,0,6,1,*7/DH,
33,William Contreras,27,MIL,NL,3.8,150,659,566,89,147,28,0,17,76,6,4,84,120,0.26,0.355,0.399,0.754,110,0.342,116,226,14,3,0,6,4,*2D/37,
34,Brice Turang*,25,MIL,NL,5.5,156,659,584,97,168,28,2,18,81,24,8,66,150,0.288,0.359,0.435,0.794,120,0.355,122,254,3,2,2,5,1,*4/H6,MVP-14
35,Eugenio Suárez,33,2TM,2LG,3.6,159,657,588,91,134,28,0,49,118,4,1,46,196,0.228,0.298,0.526,0.824,126,0.354,127,309,11,16,0,7,2,*5/D3H,AS
35,Eugenio Suárez,33,ARI,NL,3.3,106,437,387,64,96,19,0,36,87,1,0,29,117,0.248,0.32,0.576,0.897,143,0.386,146,223,7,15,0,6,1,5/DH3,
35,Eugenio Suárez,33,SEA,AL,0.3,53,220,201,27,38,9,0,13,31,3,1,17,79,0.189,0.255,0.428,0.682,93,0.289,87,86,4,1,0,1,1,03-May,
36,Cody Bellinger*,29,NYY,AL,5,152,656,588,89,160,25,5,29,98,13,2,57,90,0.272,0.334,0.48,0.813,123,0.349,122,282,8,2,0,9,1,*798/3H,MVP-14
37,Riley Greene*,24,DET,AL,2.2,157,655,600,84,155,31,1,36,111,2,1,46,201,0.258,0.313,0.493,0.806,120,0.343,119,296,14,4,0,5,1,*7D8/H9,"AS,MVP-17,SS"
38,Jose Altuve,35,HOU,AL,0.6,155,654,588,80,156,24,1,26,77,10,6,55,109,0.265,0.329,0.442,0.771,113,0.331,111,260,20,4,1,6,5,4D7/H,
39,J.P. Crawford*,30,SEA,AL,3.6,157,654,570,69,151,24,0,12,58,8,1,74,122,0.265,0.352,0.37,0.722,110,0.322,110,211,11,3,6,1,1,*6/H,
40,Bryan Reynolds#,30,PIT,NL,1.3,154,654,587,68,144,38,3,16,73,3,2,57,173,0.245,0.318,0.402,0.72,97,0.319,97,236,15,7,0,3,1,*9D/H,
41,Trevor Story,32,BOS,AL,4.1,157,654,612,91,161,29,0,25,96,31,1,33,176,0.263,0.308,0.433,0.741,106,0.333,108,265,3,7,1,1,1,*6/HD,
42,Junior Caminero,21,TBR,AL,4.3,154,653,602,93,159,28,0,45,110,7,1,41,125,0.264,0.311,0.535,0.846,130,0.366,135,322,31,3,0,7,1,*5/DH3,"AS,MVP-9"
43,Brandon Nimmo*,32,NYM,NL,2.8,155,652,587,81,154,27,0,25,92,13,1,50,141,0.262,0.324,0.436,0.76,113,0.335,112,256,8,7,1,7,1,*7/8DH,
44,Yandy Díaz,33,TBR,AL,3.3,150,651,583,79,175,29,1,25,83,3,1,57,92,0.3,0.366,0.482,0.848,135,0.364,135,281,12,6,0,5,4,*D3,MVP-18
45,Gunnar Henderson*,24,BAL,AL,5.4,154,651,577,85,158,34,5,17,68,30,5,62,137,0.274,0.349,0.438,0.787,121,0.349,122,253,7,7,0,5,6,*6/DH,
46,Seiya Suzuki,30,CHC,NL,2.6,151,651,571,75,140,31,3,32,103,5,2,71,164,0.245,0.326,0.478,0.804,129,0.348,129,273,13,1,0,8,1,D97/H8,MVP-20
47,Nico Hoerner,28,CHC,NL,6.2,156,649,599,89,178,29,4,7,61,29,6,39,49,0.297,0.345,0.394,0.739,113,0.338,118,236,4,7,0,4,1,*4/6,"MVP-19,GG"
48,Jackson Holliday*,21,BAL,AL,1.1,149,649,586,70,142,21,3,17,55,17,11,56,140,0.242,0.314,0.375,0.69,95,0.305,97,220,4,6,0,1,1,*4/6DH,
49,Spencer Torkelson,25,DET,AL,2.4,155,649,563,82,135,27,1,31,78,2,1,72,169,0.24,0.333,0.456,0.789,117,0.339,117,257,12,9,0,5,6,*3D/H,
50,Pete Crow-Armstrong*,23,CHC,NL,5.9,157,647,591,91,146,37,4,31,95,35,8,29,155,0.247,0.287,0.481,0.768,117,0.337,117,284,1,9,6,12,1,*8/HD,"AS,MVP-9,GG"
51,Dansby Swanson,31,CHC,NL,4.5,159,645,590,84,144,24,3,24,77,20,3,47,168,0.244,0.3,0.417,0.717,104,0.323,108,246,9,2,1,5,1,*6,
52,Christian Yelich*,33,MIL,NL,3,150,644,573,88,151,21,0,29,103,16,6,64,167,0.264,0.343,0.452,0.795,120,0.35,120,259,6,6,0,1,6,*D7/H,MVP-12
53,Corbin Carroll*,24,ARI,NL,5.8,143,642,564,107,146,32,17,31,84,32,6,67,153,0.259,0.343,0.541,0.883,141,0.382,138,305,6,7,0,4,4,*9/8DH,"AS,MVP-6,SS"
54,Michael Harris II*,24,ATL,NL,2.3,160,641,611,55,152,26,6,20,86,20,6,16,128,0.249,0.268,0.409,0.678,89,0.295,85,250,7,3,4,7,1,*8/H,
55,Salvador Perez,35,KCR,AL,0.5,155,641,597,54,141,35,0,30,100,0,0,28,125,0.236,0.284,0.446,0.729,100,0.311,97,266,14,12,0,1,5,2D3,
56,Christian Walker,34,HOU,AL,0.3,154,640,585,72,139,24,1,27,88,2,1,40,177,0.238,0.297,0.421,0.717,98,0.312,97,246,10,11,0,4,1,*3/DH,
57,Trea Turner,32,PHI,NL,5.4,141,639,589,94,179,31,7,15,69,36,7,43,107,0.304,0.355,0.457,0.812,120,0.368,124,269,11,5,0,2,1,*6/DH,MVP-5
58,CJ Abrams*,24,WSN,NL,3.3,144,635,580,92,149,35,5,19,60,31,3,37,125,0.257,0.315,0.433,0.748,110,0.338,110,251,5,14,1,3,1,*6/HD,
59,Lawrence Butler*,24,ATH,AL,1.5,152,630,569,83,133,30,2,21,63,22,7,59,179,0.234,0.306,0.404,0.71,94,0.313,89,230,7,0,2,0,0,*98H,
60,Bo Bichette,27,TOR,AL,3.4,139,628,582,78,181,44,1,18,94,4,3,40,91,0.311,0.357,0.483,0.84,127,0.364,132,281,17,3,0,3,2,*6/DH,MVP-16
61,Gleyber Torres,28,DET,AL,3,145,628,532,79,136,22,0,16,74,4,1,85,101,0.256,0.358,0.387,0.745,108,0.336,114,206,11,4,0,7,0,*4D/H,AS
62,Freddie Freeman*,35,LAD,NL,3.5,147,627,556,81,164,39,2,24,90,6,2,60,128,0.295,0.367,0.502,0.869,143,0.376,141,279,13,6,0,5,7,*3/H,"AS,MVP-13"
63,Andy Pages,24,LAD,NL,3.7,156,624,581,74,158,27,1,27,86,14,7,29,135,0.272,0.313,0.461,0.774,115,0.338,115,268,9,8,0,6,0,*897,
64,Tyler Soderstrom*,23,ATH,AL,3.8,158,624,561,75,155,34,1,25,93,8,3,55,141,0.276,0.346,0.474,0.82,124,0.352,119,266,18,6,0,2,2,73H/D,
65,Xavier Edwards#,25,MIA,NL,3.3,139,619,561,75,159,20,5,3,43,27,7,49,88,0.283,0.343,0.353,0.695,96,0.317,95,198,6,3,3,3,2,46/HD,
66,Jung Hoo Lee*,26,SFG,NL,1.7,150,617,560,73,149,31,12,8,55,10,3,47,71,0.266,0.327,0.407,0.735,110,0.329,112,228,2,6,0,4,0,*8/HD,
67,Nathaniel Lowe*,29,2TM,2LG,0.1,153,609,540,64,123,23,3,18,84,1,0,62,159,0.228,0.307,0.381,0.689,94,0.304,93,206,6,2,0,5,2,*3/HD,
67,Nathaniel Lowe*,29,WSN,NL,-0.4,119,490,440,50,95,17,2,16,68,1,0,47,130,0.216,0.292,0.373,0.665,87,0.297,87,164,5,1,0,2,0,*3/DH,
67,Nathaniel Lowe*,29,BOS,AL,0.5,34,119,100,14,28,6,1,2,16,0,0,15,29,0.28,0.37,0.42,0.79,123,0.336,118,42,1,1,0,3,2,3/HD,
68,Josh Naylor*,28,2TM,2LG,3,147,604,543,81,160,29,1,20,92,30,2,48,83,0.295,0.353,0.462,0.816,128,0.365,128,251,17,4,0,5,4,*3D/H,
68,Josh Naylor*,28,ARI,NL,0.9,93,394,349,49,102,19,1,11,59,11,2,37,49,0.292,0.36,0.447,0.807,124,0.356,123,156,14,2,0,4,4,3D/H,
68,Josh Naylor*,28,SEA,AL,2.2,54,210,194,32,58,10,0,9,33,19,0,11,34,0.299,0.341,0.49,0.831,137,0.38,139,95,3,2,0,1,0,3/DH,
69,Kyle Tucker*,28,CHC,NL,4.5,136,597,500,91,133,25,4,22,73,25,3,87,88,0.266,0.377,0.464,0.841,142,0.375,143,232,8,4,1,3,7,*9D/H,"AS,SS"
70,Anthony Volpe,24,NYY,AL,1.6,153,596,539,65,114,32,4,19,72,18,8,43,150,0.212,0.272,0.391,0.663,82,0.287,79,211,10,4,3,7,0,*6/H,
71,Sal Frelick*,25,MIL,NL,2.9,142,594,528,76,152,20,3,12,63,19,6,47,80,0.288,0.351,0.405,0.756,111,0.335,109,214,4,7,3,5,0,*98/H35,
72,Otto Lopez,26,MIA,NL,3.6,143,594,544,66,134,21,0,15,77,15,6,44,82,0.246,0.305,0.368,0.672,87,0.307,91,200,9,3,0,3,2,*64/HD,
73,Michael Busch*,27,CHC,NL,4.5,155,592,524,78,137,25,5,34,90,4,0,56,139,0.261,0.343,0.523,0.866,146,0.376,148,274,2,10,0,2,2,*3H/D,MVP-16
74,Marcell Ozuna,34,ATL,NL,1.8,145,592,487,61,113,19,0,21,68,0,0,94,144,0.232,0.355,0.4,0.756,114,0.342,121,195,11,3,0,7,2,*D/H,
75,Nick Castellanos,33,PHI,NL,-0.8,147,589,547,72,137,27,2,17,72,4,0,32,133,0.25,0.294,0.4,0.694,87,0.309,87,219,13,4,0,6,0,*9/DH,
76,Jackson Chourio,21,MIL,NL,2.2,131,589,549,88,148,35,4,21,78,21,7,30,121,0.27,0.308,0.463,0.77,111,0.339,111,254,13,3,1,6,1,*879/D,
77,Jordan Beck,24,COL,NL,0.9,148,588,539,62,139,27,5,16,53,19,8,43,174,0.258,0.317,0.416,0.732,94,0.327,95,224,9,4,0,1,0,*7H/D8,
78,Ernie Clement,29,TOR,AL,4.3,157,588,545,83,151,35,2,9,50,6,5,27,61,0.277,0.313,0.398,0.711,93,0.306,90,217,13,4,7,5,1,5463H,
79,Ceddanne Rafaela,24,BOS,AL,4.9,156,587,546,84,136,34,4,16,63,20,5,28,117,0.249,0.295,0.414,0.708,97,0.309,95,226,9,8,3,2,0,*84/H,GG
80,George Springer,35,TOR,AL,4.8,140,586,498,106,154,27,1,32,84,18,1,69,111,0.309,0.399,0.56,0.959,159,0.414,164,279,14,8,0,4,3,D978/H,"MVP-7,SS"
81,Ryan McMahon*,30,2TM,2LG,2.3,154,586,509,62,109,23,1,20,53,3,1,70,189,0.214,0.312,0.381,0.693,87,0.305,84,194,7,4,0,3,1,*5/HD,
81,Ryan McMahon*,30,COL,NL,1.2,100,401,350,42,76,15,1,16,35,2,1,49,127,0.217,0.314,0.403,0.717,91,0.314,86,141,4,1,0,1,1,5/HD,
81,Ryan McMahon*,30,NYY,AL,1.1,54,185,159,20,33,8,0,4,18,1,0,21,62,0.208,0.308,0.333,0.641,79,0.287,78,53,3,3,0,2,0,5/H,
82,Agustín Ramírez,23,MIA,NL,-0.3,136,585,537,72,124,33,1,21,67,16,3,36,113,0.231,0.287,0.413,0.701,93,0.31,91,222,13,8,0,4,2,2D/H,ROY-6
83,Carlos Correa,30,2TM,AL,1.6,144,584,537,63,148,29,0,13,52,0,0,45,113,0.276,0.332,0.402,0.734,103,0.323,104,216,19,1,0,1,0,65/H,
83,Carlos Correa,30,MIN,AL,0.2,93,364,337,40,90,19,0,7,31,0,0,26,68,0.267,0.319,0.386,0.704,94,0.308,92,130,12,0,0,1,0,6/H,
83,Carlos Correa,30,HOU,AL,1.4,51,220,200,23,58,10,0,6,21,0,0,19,45,0.29,0.355,0.43,0.785,118,0.349,124,86,7,1,0,0,0,06-May,
84,Lars Nootbaar*,27,STL,NL,1.4,135,583,509,68,119,24,1,13,48,4,5,64,119,0.234,0.325,0.361,0.686,95,0.303,95,184,4,6,1,3,3,*798/HD,
85,Trent Grisham*,28,NYY,AL,3.5,143,581,494,87,116,9,1,34,74,3,2,82,137,0.235,0.348,0.464,0.811,123,0.363,134,229,7,4,0,1,0,*8/H,
86,Bryce Harper*,32,PHI,NL,3.1,132,580,501,72,131,32,0,27,75,12,2,70,121,0.261,0.357,0.487,0.844,128,0.367,127,244,5,6,0,3,6,*3/D,
87,Hunter Goodman,25,COL,NL,3.7,144,579,540,73,150,28,5,31,91,1,2,33,152,0.278,0.323,0.52,0.843,121,0.367,125,281,16,4,0,2,0,2D/H,"AS,SS"
88,Matt McLain,25,CIN,NL,0.1,147,577,510,73,112,18,0,15,50,18,2,55,167,0.22,0.3,0.343,0.643,75,0.297,73,175,8,5,3,4,0,*4/6HD,
89,Jo Adell,26,LAA,AL,1.4,152,573,526,63,124,18,1,37,98,5,1,33,151,0.236,0.293,0.485,0.778,114,0.335,115,255,10,10,0,1,0,*89/HD,
90,Wyatt Langford,23,TEX,AL,5.5,134,573,489,73,118,25,1,22,62,22,6,74,151,0.241,0.344,0.431,0.775,125,0.342,129,211,9,5,0,5,3,*78/H,
91,Ke'Bryan Hayes,28,2TM,NL,1.4,152,570,527,50,124,16,3,5,49,12,3,36,111,0.235,0.29,0.306,0.595,64,0.275,63,161,12,5,1,1,1,*5/H,GG
91,Ke'Bryan Hayes,28,PIT,NL,1.1,100,392,369,34,87,10,2,2,36,10,2,18,81,0.236,0.279,0.29,0.569,57,0.264,56,107,8,4,1,0,1,5/H,
91,Ke'Bryan Hayes,28,CIN,NL,0.3,52,178,158,16,37,6,1,3,13,2,1,18,30,0.234,0.315,0.342,0.656,80,0.299,79,54,4,1,0,1,0,5,
92,Miguel Vargas,25,CHW,AL,1.9,138,569,504,80,118,32,2,16,60,6,0,56,100,0.234,0.316,0.401,0.717,100,0.315,97,202,9,6,0,3,0,53/DH7,
93,Spencer Steer,27,CIN,NL,0.7,146,568,509,66,121,21,2,21,75,7,1,51,129,0.238,0.312,0.411,0.723,96,0.321,93,209,12,5,1,2,0,*3D7/H9,
94,Yainer Diaz,26,HOU,AL,2.7,143,567,542,56,139,25,1,20,70,1,1,20,95,0.256,0.284,0.417,0.701,93,0.309,95,226,13,2,0,3,2,*2D/H,
95,Jonathan India,28,KCR,AL,0.4,136,567,497,63,116,29,0,9,45,0,4,54,106,0.233,0.323,0.346,0.669,89,0.299,91,172,10,13,1,2,0,4D75/H,
96,Trevor Larnach*,28,MIN,AL,0.2,142,567,503,62,126,24,1,17,60,4,4,53,122,0.25,0.323,0.404,0.727,100,0.323,104,203,19,4,0,6,2,D97H,
97,Nolan Schanuel*,23,LAA,AL,1.6,132,564,488,64,129,23,1,12,53,5,1,59,71,0.264,0.353,0.389,0.742,110,0.329,111,190,10,10,3,4,4,*3,
98,Willson Contreras,33,STL,NL,2.5,135,563,490,70,126,31,1,20,80,5,1,44,142,0.257,0.344,0.447,0.791,123,0.349,124,219,15,23,1,4,1,*3D,
99,Josh Smith*,27,TEX,AL,2.9,144,563,495,70,124,23,2,10,35,12,3,55,100,0.251,0.335,0.366,0.7,105,0.318,112,181,3,8,3,1,2,653HD/7948,
100,Bryson Stott*,27,PHI,NL,2.2,147,560,499,66,128,22,3,13,66,24,5,54,91,0.257,0.328,0.391,0.719,96,0.324,95,195,4,1,2,4,1,*46H,
101,Mike Yastrzemski*,34,2TM,2LG,2.8,146,558,477,68,111,28,1,17,46,7,2,72,108,0.233,0.333,0.403,0.735,109,0.328,111,192,7,2,2,5,4,*9H8/7D1,
101,Mike Yastrzemski*,34,SFG,NL,1.8,96,372,321,38,74,14,1,8,28,6,2,47,86,0.231,0.33,0.355,0.685,97,0.314,102,114,4,1,2,1,4,9/H1,
101,Mike Yastrzemski*,34,KCR,AL,1.1,50,186,156,30,37,14,0,9,18,1,0,25,22,0.237,0.339,0.5,0.839,131,0.354,128,78,3,1,0,4,0,98/7HD,
102,Ketel Marte#,31,ARI,NL,4.4,126,556,480,87,136,28,0,28,72,4,2,64,83,0.283,0.376,0.517,0.893,146,0.381,143,248,12,9,0,3,6,4D/H,"AS,MVP-22,SS"
103,Mike Trout,33,LAA,AL,1.7,130,556,456,73,106,14,1,26,64,2,0,87,178,0.232,0.359,0.439,0.797,124,0.341,120,200,7,6,0,6,10,D9/H,
104,Zach Neto,24,LAA,AL,5.3,128,554,502,82,129,29,1,26,62,26,9,33,149,0.257,0.319,0.474,0.793,120,0.341,118,238,5,14,2,3,6,*6/H,
105,Brandon Lowe*,30,TBR,AL,1.8,134,553,507,79,130,19,0,31,83,3,2,38,149,0.256,0.307,0.477,0.785,115,0.337,116,242,6,2,0,6,1,*4/DH3,AS
106,Xander Bogaerts,32,SDP,NL,2.1,136,552,491,63,129,30,0,11,53,20,2,48,94,0.263,0.328,0.391,0.72,101,0.32,96,192,12,4,1,8,3,*6/DH,
107,Andrew McCutchen,38,PIT,NL,0,135,551,477,51,114,22,0,13,57,1,1,67,118,0.239,0.333,0.367,0.7,93,0.311,92,175,12,2,0,3,5,*D/H97,
108,J.T. Realmuto,34,PHI,NL,2.5,134,550,502,57,129,26,1,12,52,8,2,35,129,0.257,0.315,0.384,0.7,90,0.312,89,193,13,9,0,3,1,*2/DH,
109,Adolis García,32,TEX,AL,2.7,135,547,507,58,115,28,0,19,75,13,4,28,135,0.227,0.271,0.394,0.665,91,0.291,93,200,9,5,0,7,1,*9/DH,
110,Alec Burleson*,26,STL,NL,1.9,139,546,497,54,144,26,2,18,69,5,1,39,79,0.29,0.343,0.459,0.801,125,0.352,127,228,14,3,1,4,1,379D/H1,SS
111,Lourdes Gurriel Jr.,31,ARI,NL,0.6,129,546,500,52,124,24,2,19,80,10,4,31,76,0.248,0.295,0.418,0.713,96,0.314,95,209,11,6,0,9,0,*7D/H,
112,Teoscar Hernández,32,LAD,NL,1.5,134,546,511,65,126,29,1,25,89,5,2,26,134,0.247,0.284,0.454,0.738,104,0.318,100,232,13,3,0,5,0,*9/H,
113,Gavin Sheets*,29,SDP,NL,0.8,145,545,492,57,124,28,1,19,71,2,1,44,107,0.252,0.317,0.429,0.746,107,0.326,105,211,9,5,0,4,1,7DH3,
114,Oneil Cruz*,26,PIT,NL,0.2,135,544,471,62,94,18,3,20,61,38,5,64,174,0.2,0.298,0.378,0.676,85,0.312,83,178,6,4,0,5,4,*8H/D,
115,Lenyn Sosa,25,CHW,AL,0.7,140,544,518,57,137,20,1,22,75,2,1,18,127,0.264,0.293,0.434,0.727,101,0.316,100,225,11,4,1,3,0,43D/H5,
116,Ryan O'Hearn*,31,2TM,2LG,2.5,144,544,474,67,133,21,1,17,63,3,1,58,109,0.281,0.366,0.437,0.803,126,0.352,127,207,11,8,0,4,4,3D9H/7,AS
116,Ryan O'Hearn*,31,BAL,AL,2,94,361,311,45,88,15,1,13,43,3,1,42,63,0.283,0.374,0.463,0.837,136,0.362,136,144,10,5,0,3,3,3D9/H7,
116,Ryan O'Hearn*,31,SDP,NL,0.5,50,183,163,22,45,6,0,4,20,0,0,16,46,0.276,0.35,0.387,0.736,106,0.332,109,63,1,3,0,1,1,3D/H9,
117,Jeremy Peña,27,HOU,AL,5.7,125,543,493,68,150,30,2,17,62,20,2,35,93,0.304,0.363,0.477,0.84,133,0.368,133,235,9,12,1,2,2,*6/HD,"AS,MVP-10"
118,Byron Buxton,31,MIN,AL,4.9,126,542,488,97,129,21,7,35,83,24,0,41,148,0.264,0.327,0.551,0.878,137,0.383,140,269,0,7,0,6,5,*8/D,"AS,MVP-11,SS"
119,Luis Rengifo#,28,LAA,AL,0.7,147,541,501,55,119,16,3,9,43,10,7,33,104,0.238,0.287,0.335,0.622,75,0.276,74,168,7,3,1,3,0,54H/9768D,
120,Brenton Doyle,27,COL,NL,0.2,138,538,502,57,117,23,2,15,57,18,2,30,138,0.233,0.274,0.376,0.651,72,0.297,70,189,14,0,2,4,0,*8/HD,
121,Masyn Winn,23,STL,NL,2.2,129,537,491,72,124,27,0,9,51,9,5,34,102,0.253,0.31,0.363,0.673,90,0.298,90,178,11,8,2,2,0,*6/H,GG
122,Matt Chapman,32,SFG,NL,4.1,128,535,454,76,105,23,2,21,61,9,4,71,126,0.231,0.34,0.43,0.77,120,0.341,122,195,8,6,0,4,1,*5,
123,Paul Goldschmidt,37,NYY,AL,1.1,146,534,489,76,134,31,1,10,45,5,1,36,100,0.274,0.328,0.403,0.731,102,0.321,103,197,8,4,0,2,5,*3H/D8,
124,Marcus Semien,34,TEX,AL,3.2,127,534,470,62,108,16,1,15,62,11,1,50,93,0.23,0.305,0.364,0.669,95,0.301,98,171,8,5,0,9,0,*4,GG
125,Josh Bell#,32,WSN,NL,0.4,140,533,468,54,111,16,1,22,63,0,3,57,88,0.237,0.325,0.417,0.741,109,0.327,110,195,15,5,0,3,1,D3H,
126,Jazz Chisholm Jr.*,27,NYY,AL,4.1,130,531,462,75,112,15,1,31,80,31,8,58,148,0.242,0.332,0.481,0.813,123,0.357,126,222,3,6,1,4,1,45/H,"AS,SS"
127,Kyle Manzardo*,24,CLE,AL,0.5,142,531,470,47,110,19,2,27,70,2,0,48,135,0.234,0.313,0.455,0.768,111,0.331,110,214,7,8,0,5,2,D3H,
